timestamp,policy,intersection_id,intersection_name,direction,robot_status,effective_status,green_share,arrivals,predicted_next_15m,served,queue_after,wait_vehicle_minutes,spillback,taxi_ratio,non_compliance_rate
2026-05-25 05:30:00,fixed,0,Soweto feeder to JHB CBD,cross_east_west,working,working,0.25,62.0,62.0,62.0,0.0,465.0,0,0.268,0.11
2026-05-25 05:30:00,fixed,0,Soweto feeder to JHB CBD,cross_north_south,working,working,0.25,71.0,71.0,71.0,0.0,532.5,0,0.259,0.108
2026-05-25 05:30:00,fixed,0,Soweto feeder to JHB CBD,inbound,working,working,0.25,97.0,97.0,86.01094,10.989059999999995,809.91795,0,0.316,0.12
2026-05-25 05:30:00,fixed,0,Soweto feeder to JHB CBD,outbound,working,working,0.25,46.0,46.0,46.0,0.0,345.0,0,0.336,0.124
2026-05-25 05:30:00,fixed,1,JHB CBD interchange,cross_east_west,pointsman,pointsman,0.25,72.0,72.0,72.0,0.0,540.0,0,0.23,0.133
2026-05-25 05:30:00,fixed,1,JHB CBD interchange,cross_north_south,pointsman,pointsman,0.25,58.0,58.0,58.0,0.0,435.0,0,0.209,0.128
2026-05-25 05:30:00,fixed,1,JHB CBD interchange,inbound,pointsman,pointsman,0.25,125.0,125.0,87.9690670425,37.0309329575,1215.2319971812499,0,0.263,0.139
2026-05-25 05:30:00,fixed,1,JHB CBD interchange,outbound,pointsman,pointsman,0.25,78.0,78.0,78.0,0.0,585.0,0,0.238,0.134
2026-05-25 05:30:00,fixed,2,Sandton/Grayston node,cross_east_west,working,working,0.25,65.0,65.0,65.0,0.0,487.5,0,0.21,0.099
2026-05-25 05:30:00,fixed,2,Sandton/Grayston node,cross_north_south,working,working,0.25,87.0,87.0,87.0,0.0,652.5,0,0.236,0.104
2026-05-25 05:30:00,fixed,2,Sandton/Grayston node,inbound,working,working,0.25,132.0,132.0,131.883609375,0.11639062500000819,990.8729296875001,0,0.25,0.107
2026-05-25 05:30:00,fixed,2,Sandton/Grayston node,outbound,working,working,0.25,64.0,64.0,64.0,0.0,480.0,0,0.238,0.104
2026-05-25 05:30:00,fixed,3,Midrand N1 corridor,cross_east_west,working,working,0.25,54.0,54.0,54.0,0.0,405.0,0,0.247,0.106
2026-05-25 05:30:00,fixed,3,Midrand N1 corridor,cross_north_south,working,working,0.25,75.0,75.0,75.0,0.0,562.5,0,0.28,0.113
2026-05-25 05:30:00,fixed,3,Midrand N1 corridor,inbound,working,working,0.25,107.0,107.0,107.0,0.0,802.5,0,0.322,0.121
2026-05-25 05:30:00,fixed,3,Midrand N1 corridor,outbound,working,working,0.25,71.0,71.0,71.0,0.0,532.5,0,0.302,0.117
2026-05-25 05:45:00,fixed,0,Soweto feeder to JHB CBD,cross_east_west,working,working,0.25,61.0,61.0,61.0,0.0,457.5,0,0.263,0.115
2026-05-25 05:45:00,fixed,0,Soweto feeder to JHB CBD,cross_north_south,working,working,0.25,63.0,63.0,63.0,0.0,472.5,0,0.314,0.125
2026-05-25 05:45:00,fixed,0,Soweto feeder to JHB CBD,inbound,working,working,0.25,99.0,99.0,85.359296,24.629763999999994,1009.64118,0,0.326,0.128
2026-05-25 05:45:00,fixed,0,Soweto feeder to JHB CBD,outbound,working,working,0.25,51.0,51.0,51.0,0.0,382.5,0,0.336,0.13
2026-05-25 05:45:00,fixed,1,JHB CBD interchange,cross_east_west,working,working,0.25,73.0,73.0,73.0,0.0,547.5,0,0.236,0.11
2026-05-25 05:45:00,fixed,1,JHB CBD interchange,cross_north_south,working,working,0.25,104.0,104.0,104.0,0.0,780.0,0,0.214,0.105
2026-05-25 05:45:00,fixed,1,JHB CBD interchange,inbound,working,working,0.25,131.0,131.0,129.7117764375,38.31915652000001,1547.62567108125,0,0.291,0.121
2026-05-25 05:45:00,fixed,1,JHB CBD interchange,outbound,working,working,0.25,66.0,66.0,66.0,0.0,495.0,0,0.276,0.118
2026-05-25 05:45:00,fixed,2,Sandton/Grayston node,cross_east_west,working,working,0.25,97.0,97.0,97.0,0.0,727.5,0,0.2,0.103
2026-05-25 05:45:00,fixed,2,Sandton/Grayston node,cross_north_south,working,working,0.25,94.0,94.0,94.0,0.0,705.0,0,0.24,0.11
2026-05-25 05:45:00,fixed,2,Sandton/Grayston node,inbound,working,working,0.25,143.0,143.0,131.648997,11.467393625,1159.378381875,0,0.247,0.112
2026-05-25 05:45:00,fixed,2,Sandton/Grayston node,outbound,working,working,0.25,65.0,65.0,65.0,0.0,487.5,0,0.252,0.113
2026-05-25 05:45:00,fixed,3,Midrand N1 corridor,cross_east_west,working,working,0.25,62.0,62.0,62.0,0.0,465.0,0,0.255,0.113
2026-05-25 05:45:00,fixed,3,Midrand N1 corridor,cross_north_south,working,working,0.25,83.0,83.0,83.0,0.0,622.5,0,0.279,0.118
2026-05-25 05:45:00,fixed,3,Midrand N1 corridor,inbound,working,working,0.25,95.0,95.0,95.0,0.0,712.5,0,0.266,0.116
2026-05-25 05:45:00,fixed,3,Midrand N1 corridor,outbound,working,working,0.25,54.0,54.0,54.0,0.0,405.0,0,0.347,0.132
2026-05-25 06:00:00,fixed,0,Soweto feeder to JHB CBD,cross_east_west,working,working,0.25,73.0,73.0,73.0,0.0,547.5,0,0.309,0.131
2026-05-25 06:00:00,fixed,0,Soweto feeder to JHB CBD,cross_north_south,working,working,0.25,78.0,78.0,78.0,0.0,585.0,0,0.257,0.121
2026-05-25 06:00:00,fixed,0,Soweto feeder to JHB CBD,inbound,working,working,0.25,141.0,141.0,83.86195225,81.76781174999999,1855.4818181249998,0,0.358,0.141
2026-05-25 06:00:00,fixed,0,Soweto feeder to JHB CBD,outbound,working,working,0.25,57.0,57.0,57.0,0.0,427.5,0,0.352,0.14
2026-05-25 06:00:00,fixed,1,JHB CBD interchange,cross_east_west,working,working,0.25,100.0,100.0,100.0,0.0,750.0,0,0.239,0.117
2026-05-25 06:00:00,fixed,1,JHB CBD interchange,cross_north_south,working,working,0.25,87.0,87.0,87.0,0.0,652.5,0,0.209,0.112
2026-05-25 06:00:00,fixed,1,JHB CBD interchange,inbound,working,working,0.25,168.0,168.0,129.22176000000002,77.09739651999999,2125.6241478,0,0.29,0.128
2026-05-25 06:00:00,fixed,1,JHB CBD interchange,outbound,working,working,0.25,83.0,83.0,83.0,0.0,622.5,0,0.211,0.112
2026-05-25 06:00:00,fixed,2,Sandton/Grayston node,cross_east_west,working,working,0.25,88.0,88.0,88.0,0.0,660.0,0,0.287,0.127
2026-05-25 06:00:00,fixed,2,Sandton/Grayston node,cross_north_south,working,working,0.25,106.0,106.0,106.0,0.0,795.0,0,0.242,0.118
2026-05-25 06:00:00,fixed,2,Sandton/Grayston node,inbound,working,working,0.25,190.0,190.0,130.926165,70.541228625,2040.0646668750003,0,0.254,0.12
2026-05-25 06:00:00,fixed,2,Sandton/Grayston node,outbound,working,working,0.25,81.0,81.0,81.0,0.0,607.5,0,0.317,0.133
2026-05-25 06:00:00,fixed,3,Midrand N1 corridor,cross_east_west,working,working,0.25,95.0,95.0,95.0,0.0,712.5,0,0.285,0.127
2026-05-25 06:00:00,fixed,3,Midrand N1 corridor,cross_north_south,working,working,0.25,86.0,86.0,86.0,0.0,645.0,0,0.343,0.138
2026-05-25 06:00:00,fixed,3,Midrand N1 corridor,inbound,working,working,0.25,135.0,135.0,125.2787833125,9.721216687500004,1085.40912515625,0,0.367,0.143
2026-05-25 06:00:00,fixed,3,Midrand N1 corridor,outbound,working,working,0.25,62.0,62.0,62.0,0.0,465.0,0,0.362,0.142
2026-05-25 06:15:00,fixed,0,Soweto feeder to JHB CBD,cross_east_west,working,working,0.25,96.0,96.0,83.25925,12.740750000000006,815.5556250000001,0,0.36,0.15
2026-05-25 06:15:00,fixed,0,Soweto feeder to JHB CBD,cross_north_south,working,working,0.25,108.0,108.0,85.43904025,22.560959749999995,979.207198125,0,0.299,0.138
2026-05-25 06:15:00,fixed,0,Soweto feeder to JHB CBD,inbound,working,working,0.25,185.0,185.0,83.79624025,182.97157149999998,3373.0453743749995,0,0.346,0.147
2026-05-25 06:15:00,fixed,0,Soweto feeder to JHB CBD,outbound,working,working,0.25,86.0,86.0,83.0942855,2.905714500000002,666.79285875,0,0.364,0.151
2026-05-25 06:15:00,fixed,1,JHB CBD interchange,cross_east_west,working,working,0.25,99.0,99.0,99.0,0.0,742.5,0,0.294,0.137
2026-05-25 06:15:00,fixed,1,JHB CBD interchange,cross_north_south,working,working,0.25,114.0,114.0,114.0,0.0,855.0,0,0.219,0.122
2026-05-25 06:15:00,fixed,1,JHB CBD interchange,inbound,working,working,0.25,199.0,199.0,106.0451154,170.05228111999998,3346.1225822999995,0,0.336,0.145
2026-05-25 06:15:00,fixed,1,JHB CBD interchange,outbound,working,working,0.25,104.0,104.0,104.0,0.0,780.0,0,0.331,0.144
2026-05-25 06:15:00,fixed,2,Sandton/Grayston node,cross_east_west,working,working,0.25,137.0,137.0,128.44630706249998,8.553692937500017,1091.6526970312502,0,0.293,0.137
2026-05-25 06:15:00,fixed,2,Sandton/Grayston node,cross_north_south,working,working,0.25,133.0,133.0,130.92308475000002,2.076915249999985,1013.0768643749999,0,0.242,0.126
2026-05-25 06:15:00,fixed,2,Sandton/Grayston node,inbound,working,working,0.25,224.0,224.0,128.8739484375,165.66728018750004,3451.5638160937506,0,0.285,0.135
2026-05-25 06:15:00,fixed,2,Sandton/Grayston node,outbound,working,working,0.25,125.0,125.0,125.0,0.0,937.5,0,0.3,0.138
2026-05-25 06:15:00,fixed,3,Midrand N1 corridor,cross_east_west,working,working,0.25,125.0,125.0,125.0,0.0,937.5,0,0.315,0.141
2026-05-25 06:15:00,fixed,3,Midrand N1 corridor,cross_north_south,working,working,0.25,132.0,132.0,127.385417625,4.614582374999998,1024.6093678125,0,0.314,0.141
2026-05-25 06:15:00,fixed,3,Midrand N1 corridor,inbound,working,working,0.25,205.0,205.0,123.72864750000001,90.9925691875,2292.8533940625,0,0.38,0.154
2026-05-25 06:15:00,fixed,3,Midrand N1 corridor,outbound,working,working,0.25,101.0,101.0,101.0,0.0,757.5,0,0.378,0.154
2026-05-25 06:30:00,fixed,0,Soweto feeder to JHB CBD,cross_east_west,working,working,0.25,133.0,133.0,82.874561,62.86618899999999,1564.5520425,0,0.356,0.158
2026-05-25 06:30:00,fixed,0,Soweto feeder to JHB CBD,cross_north_south,working,working,0.25,149.0,149.0,83.2366615,88.32429825,1949.139435,0,0.347,0.156
2026-05-25 06:30:00,fixed,0,Soweto feeder to JHB CBD,inbound,working,working,0.25,231.0,231.0,80.5849085,333.386663,5605.18675875,1,0.412,0.169
2026-05-25 06:30:00,fixed,0,Soweto feeder to JHB CBD,outbound,working,working,0.25,94.0,94.0,81.459870625,15.445843875000008,842.6366878125001,0,0.391,0.165
2026-05-25 06:30:00,fixed,1,JHB CBD interchange,cross_east_west,working,working,0.25,163.0,163.0,107.85500869499998,55.14499130500002,1636.0874347875001,0,0.282,0.143
2026-05-25 06:30:00,fixed,1,JHB CBD interchange,cross_north_south,working,working,0.25,180.0,180.0,129.08314875,50.91685125000001,1731.876384375,0,0.269,0.14
2026-05-25 06:30:00,fixed,1,JHB CBD interchange,inbound,working,working,0.25,233.0,233.0,123.75945,279.29283111999996,5117.588341799999,0,0.365,0.16
2026-05-25 06:30:00,fixed,1,JHB CBD interchange,outbound,working,working,0.25,115.0,115.0,115.0,0.0,862.5,0,0.341,0.155
2026-05-25 06:30:00,fixed,2,Sandton/Grayston node,cross_east_west,working,working,0.25,169.0,169.0,129.3662750625,48.18741787500002,1693.0583310937502,0,0.263,0.139
2026-05-25 06:30:00,fixed,2,Sandton/Grayston node,cross_north_south,working,working,0.25,173.0,173.0,128.726353125,46.35056212499998,1660.7060803124998,0,0.275,0.142
2026-05-25 06:30:00,fixed,2,Sandton/Grayston node,inbound,working,working,0.25,326.0,326.0,127.16312624999999,364.50415393750006,6421.285755937501,1,0.305,0.148
2026-05-25 06:30:00,fixed,2,Sandton/Grayston node,outbound,working,working,0.25,127.0,127.0,125.789848125,1.210151874999994,961.5761390625,0,0.33,0.153
2026-05-25 06:30:00,fixed,3,Midrand N1 corridor,cross_east_west,working,working,0.25,128.0,128.0,123.97558087499999,4.0244191250000085,990.1831434375001,0,0.362,0.159
2026-05-25 06:30:00,fixed,3,Midrand N1 corridor,cross_north_south,working,working,0.25,154.0,154.0,126.74061862500001,31.873963749999987,1428.6640959374997,0,0.314,0.149
2026-05-25 06:30:00,fixed,3,Midrand N1 corridor,inbound,working,working,0.25,294.0,294.0,120.9207429375,264.07182625,4867.98296578125,0,0.411,0.169
2026-05-25 06:30:00,fixed,3,Midrand N1 corridor,outbound,working,working,0.25,121.0,121.0,102.79446596999999,18.20553403000001,1044.0415052250003,0,0.389,0.164
2026-05-25 06:45:00,fixed,0,Soweto feeder to JHB CBD,cross_east_west,working,working,0.25,131.0,131.0,81.445325,112.420864,2297.1528975,0,0.38,0.17
2026-05-25 06:45:00,fixed,0,Soweto feeder to JHB CBD,cross_north_south,working,working,0.25,142.0,142.0,81.770633625,148.553664625,2841.5847215625,0,0.371,0.169
2026-05-25 06:45:00,fixed,0,Soweto feeder to JHB CBD,inbound,working,working,0.25,251.0,251.0,65.10678803999998,519.27987496,8277.499034699998,1,0.466,0.188
2026-05-25 06:45:00,fixed,0,Soweto feeder to JHB CBD,outbound,working,working,0.25,102.0,102.0,81.949117,35.49672687500001,1147.0692806250001,0,0.367,0.168
2026-05-25 06:45:00,fixed,1,JHB CBD interchange,cross_east_west,working,working,0.25,141.0,141.0,126.09581962499999,70.04917168000003,1996.4562223875005,0,0.314,0.157
2026-05-25 06:45:00,fixed,1,JHB CBD interchange,cross_north_south,working,working,0.25,168.0,168.0,125.23796999999999,93.67888125000002,2344.4679937500005,0,0.329,0.16
2026-05-25 06:45:00,fixed,1,JHB CBD interchange,inbound,working,working,0.25,338.0,338.0,124.736402625,492.556428495,8323.8694471125,1,0.337,0.162
2026-05-25 06:45:00,fixed,1,JHB CBD interchange,outbound,working,working,0.25,116.0,116.0,116.0,0.0,870.0,0,0.347,0.164
2026-05-25 06:45:00,fixed,2,Sandton/Grayston node,cross_east_west,working,working,0.25,168.0,168.0,126.09581962499999,90.09159825000003,2297.0926209375,0,0.314,0.157
2026-05-25 06:45:00,fixed,2,Sandton/Grayston node,cross_north_south,working,working,0.25,194.0,194.0,125.56730006250001,114.78326206249997,2663.5036814062496,0,0.323,0.159
2026-05-25 06:45:00,fixed,2,Sandton/Grayston node,inbound,working,working,0.25,412.0,412.0,125.64892668750001,650.8552272500001,10705.195358906252,1,0.321,0.159
2026-05-25 06:45:00,fixed,2,Sandton/Grayston node,outbound,working,working,0.25,121.0,121.0,122.210151875,0.0,916.5761390624999,0,0.366,0.168
2026-05-25 06:45:00,fixed,3,Midrand N1 corridor,cross_east_west,working,working,0.25,153.0,153.0,123.452965125,33.571454,1429.4690484375,0,0.359,0.166
2026-05-25 06:45:00,fixed,3,Midrand N1 corridor,cross_north_south,working,working,0.25,188.0,188.0,122.342535,97.53142874999998,2380.5404437499997,0,0.376,0.17
2026-05-25 06:45:00,fixed,3,Midrand N1 corridor,inbound,working,working,0.25,305.0,305.0,120.97387725,448.09794899999997,7628.773314374999,1,0.398,0.174
2026-05-25 06:45:00,fixed,3,Midrand N1 corridor,outbound,working,working,0.25,114.0,114.0,119.4062866875,12.799247342500024,1087.5358602937504,0,0.421,0.179
2026-05-25 07:00:00,fixed,0,Soweto feeder to JHB CBD,cross_east_west,working,working,0.25,127.0,127.0,80.584395125,158.83646887499998,2986.9299965624996,0,0.389,0.179
2026-05-25 07:00:00,fixed,0,Soweto feeder to JHB CBD,cross_north_south,working,working,0.25,131.0,131.0,79.56654362500001,199.987121,3596.5558921875,0,0.413,0.183
2026-05-25 07:00:00,fixed,0,Soweto feeder to JHB CBD,inbound,working,working,0.25,253.0,253.0,80.07957637499999,692.200298585,10983.6013015875,1,0.401,0.181
2026-05-25 07:00:00,fixed,0,Soweto feeder to JHB CBD,outbound,working,working,0.25,84.0,84.0,79.917521,39.579205875000014,1193.0694956250002,0,0.404,0.182
2026-05-25 07:00:00,fixed,1,JHB CBD interchange,cross_east_west,working,working,0.25,179.0,179.0,122.0845640625,126.96460761750004,2820.10334473125,0,0.371,0.175
2026-05-25 07:00:00,fixed,1,JHB CBD interchange,cross_north_south,working,working,0.25,203.0,203.0,124.21738049999999,172.46150075000003,3518.5528650000006,0,0.337,0.168
2026-05-25 07:00:00,fixed,1,JHB CBD interchange,inbound,working,working,0.25,295.0,295.0,124.60395187499999,662.95247662,10878.8167883625,1,0.33,0.167
2026-05-25 07:00:00,fixed,1,JHB CBD interchange,outbound,working,working,0.25,84.0,84.0,84.0,0.0,630.0,0,0.379,0.177
2026-05-25 07:00:00,fixed,2,Sandton/Grayston node,cross_east_west,working,working,0.25,148.0,148.0,123.12081150000002,114.97078675000002,2647.9678875000004,0,0.354,0.172
2026-05-25 07:00:00,fixed,2,Sandton/Grayston node,cross_north_south,working,working,0.25,199.0,199.0,123.299466,190.48379606249995,3782.0029359374994,0,0.352,0.171
2026-05-25 07:00:00,fixed,2,Sandton/Grayston node,inbound,working,working,0.25,328.0,328.0,122.358449625,856.496777625,13765.140036562501,1,0.367,0.174
2026-05-25 07:00:00,fixed,2,Sandton/Grayston node,outbound,working,working,0.25,107.0,107.0,107.0,0.0,802.5,0,0.386,0.178
2026-05-25 07:00:00,fixed,3,Midrand N1 corridor,cross_east_west,working,working,0.25,137.0,137.0,123.87059568749999,46.70085831250003,1629.5423423437503,0,0.343,0.169
2026-05-25 07:00:00,fixed,3,Midrand N1 corridor,cross_north_south,working,working,0.25,181.0,181.0,120.8765926875,157.65483606249998,3271.39698609375,0,0.389,0.179
2026-05-25 07:00:00,fixed,3,Midrand N1 corridor,inbound,working,working,0.25,285.0,285.0,118.013757,615.084192,10111.3660575,1,0.432,0.187
2026-05-25 07:00:00,fixed,3,Midrand N1 corridor,outbound,working,working,0.25,116.0,116.0,121.853802,6.945445342500022,1018.0851951375004,0,0.374,0.176
2026-05-25 07:15:00,fixed,0,Soweto feeder to JHB CBD,cross_east_west,working,working,0.25,152.0,152.0,79.283845125,231.55262374999998,4067.9181946875,1,0.413,0.187
2026-05-25 07:15:00,fixed,0,Soweto feeder to JHB CBD,cross_north_south,working,working,0.25,171.0,171.0,83.1298795,287.8572415,4941.33271875,1,0.324,0.169
2026-05-25 07:15:00,fixed,0,Soweto feeder to JHB CBD,inbound,working,working,0.25,323.0,323.0,78.109072,937.0912265850001,14642.186438775001,1,0.438,0.192
2026-05-25 07:15:00,fixed,0,Soweto feeder to JHB CBD,outbound,working,working,0.25,90.0,90.0,79.25184474999999,50.327361125000024,1349.2992525000004,0,0.414,0.187
2026-05-25 07:15:00,fixed,1,JHB CBD interchange,cross_east_west,working,working,0.25,182.0,182.0,125.122974,183.84163361750007,3696.046809262501,0,0.316,0.168
2026-05-25 07:15:00,fixed,1,JHB CBD interchange,cross_north_south,working,working,0.25,213.0,213.0,125.66869162500001,259.792809125,4839.4073240625,0,0.307,0.166
2026-05-25 07:15:00,fixed,1,JHB CBD interchange,inbound,working,working,0.25,359.0,359.0,123.4296065625,898.5228700575,14403.56510008125,1,0.345,0.173
2026-05-25 07:15:00,fixed,1,JHB CBD interchange,outbound,working,working,0.25,129.0,129.0,118.8297665625,10.170233437500002,1043.77675078125,0,0.415,0.187
2026-05-25 07:15:00,fixed,2,Sandton/Grayston node,cross_east_west,working,working,0.25,206.0,206.0,122.48628000000001,198.48450674999998,3895.9147012499993,0,0.36,0.176
2026-05-25 07:15:00,fixed,2,Sandton/Grayston node,cross_north_south,working,working,0.25,235.0,235.0,125.3326876875,300.1511083749999,5442.261783281249,0,0.313,0.167
2026-05-25 07:15:00,fixed,2,Sandton/Grayston node,inbound,working,working,0.25,425.0,425.0,121.890251625,1159.606526,18308.2747771875,1,0.369,0.178
2026-05-25 07:15:00,fixed,2,Sandton/Grayston node,outbound,working,working,0.25,132.0,132.0,119.952261,12.047739000000007,1080.3580425,0,0.398,0.184
2026-05-25 07:15:00,fixed,3,Midrand N1 corridor,cross_east_west,working,working,0.25,200.0,200.0,121.23877875000001,125.46207956250002,2791.2220340625004,0,0.379,0.18
2026-05-25 07:15:00,fixed,3,Midrand N1 corridor,cross_north_south,working,working,0.25,204.0,204.0,118.3256323125,243.32920374999995,4537.380298593749,0,0.421,0.189
2026-05-25 07:15:00,fixed,3,Midrand N1 corridor,inbound,working,working,0.25,382.0,382.0,118.3256323125,878.7585596875,14068.820637656248,1,0.421,0.189
2026-05-25 07:15:00,fixed,3,Midrand N1 corridor,outbound,working,working,0.25,141.0,141.0,117.212892,30.732553342500026,1340.0849901375002,0,0.437,0.192
